usuario,location,latitud,longitud
CampoverdeNorma,"Azogues, Cañar, Ecuador",-2.73969,-78.8486
LaHechiceraFM,"Loja, Ecuador",-3.99313,-79.20422
fabiansotomayor,"Santo Domingo, Ecuador",-0.25305,-79.17536
marcoguachizaca,"Loja, Ecuador",-3.99313,-79.20422
MariaLo40959138,"Morona, Morona Santiago, Ecuador",-2.5,-77.91667
pukipie,Puerto Rico,18.24829,-66.49989
jenmyaguilera1,Ecuador,-1.25,-78.25
MireyaJaramill6,"Loja, Ecuador",-3.99313,-79.20422
alvrit,Ecuador,-1.25,-78.25
MarySolanoLeon,"Loja, Ecuador",-3.99313,-79.20422
SantiagoCarpioR,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
PilarGaleas,"Duran, Ecuador",-2.17579,-79.85519
1000herr,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
paolasaulag,"Loja, Ecuador",-3.99313,-79.20422
valeryencalada6,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
angelazuniga_,Colombia,4,-73.25
CCabelloCrewEc,Ecuador,-1.25,-78.25
yerba_junio,"Culiacán, Sinaloa, México",24.79032,-107.38782
JaguarGalleta,Chile,-30,-71
diazz_rous,"Loja, Ecuador",-3.99313,-79.20422
sjumbog,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Zavala_Ra,"Portoviejo, Manabí, Ecuador",-1.05458,-80.45445
JcMixterDJ,"Loja, Ecuador",-3.99313,-79.20422
javierbravorey,"Loja, Ecuador",-3.99313,-79.20422
AleydaEstefania,"Loja, Ecuador",-3.99313,-79.20422
ricardbcs,"Loja, Ecuador",-3.99313,-79.20422
mavisaab80,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
TPYamana,"Paltas, Loja, Ecuador",-4.06667,-79.63333
22081982A,"Loja, Ecuador",-3.99313,-79.20422
PabloCarvallo79,"Loja, Ecuador",-3.99313,-79.20422
soniajackeline,"Loja, Ecuador",-3.99313,-79.20422
MauJTH,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
miguel_emt,"Aeropuerto Internacional Mariscal Sucre, Quito, Ecuador",-0.11956,-78.35518
elcuradetodos,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
ye_ssyka,"Loja, Ecuador",-3.99313,-79.20422
Andresfcarpio,"Loja, Ecuador",-3.99313,-79.20422
100x100tolojano,"Loja, Ecuador",-3.99313,-79.20422
JASF1988,"Loja, Ecuador",-3.99313,-79.20422
jorge_valarezo,Ecuador,-1.25,-78.25
bymarkinho1,"Loja, Ecuador",-3.99313,-79.20422
geovanny_pardo,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
gabugonzaga,"Loja, Ecuador",-3.99313,-79.20422
rickyaret,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
consultransi,Ecuador,-1.25,-78.25
AlvaroGallegosE,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
luisvjimenez,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
guillermoesnal,"Madrid, España",40.4165,-3.70256
VinicioEddy,"Loja, Ecuador",-3.99313,-79.20422
SergioH_C13,"Loja, Ecuador",-3.99313,-79.20422
EmelecistasLoja,"Loja, Ecuador",-3.99313,-79.20422
jennyrebk,Ecuador,-1.25,-78.25
edisonmap,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
JaMi_Loza,"Toronto, Canadá",43.70011,-79.4163
area88radio,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
garibaldiLojaEc,"Loja, Ecuador",-3.99313,-79.20422
wilocrespo,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
lucho2680,"Loja, Ecuador",-3.99313,-79.20422
blackbearsteam,Ecuador,-1.25,-78.25
carloshg7996,"Loja, Ecuador",-3.99313,-79.20422
AmericaEsencial,Ecuador,-1.25,-78.25
GrandaOber,"Loja, Ecuador",-3.99313,-79.20422
JefSantiago18,"Loja, Ecuador",-3.99313,-79.20422
cecibel_elisa,"Utuana, Calvas, Loja, Ecuador",-4.37486,-79.67684
holgerjumbo,"Loja, Ecuador",-3.99313,-79.20422
cecimiosotis,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
DaniloDJ7,Ecuador,-1.25,-78.25
VeritoRengel,"Loja, Ecuador",-3.99313,-79.20422
guillermorogel,"Zaruma, El Oro, Ecuador",-3.69132,-79.61174
javico1977,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
xaviff,"Loja, Ecuador",-3.99313,-79.20422
Sinfin_UTPL,"Loja, Ecuador",-3.99313,-79.20422
ElizabeDiana,"Loja, Ecuador",-3.99313,-79.20422
oscarro1985,"Loja, Ecuador",-3.99313,-79.20422
iannuzzellistef,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
JACKYPARDO1,"Loja, Ecuador",-3.99313,-79.20422
Stalinpaladine1,Ecuador,-1.25,-78.25
justoscorrea,Ecuador,-1.25,-78.25
armijos81,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
Davicito91,"Loja, Ecuador",-3.99313,-79.20422
Xime_pao,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
rogelio_calva,"Panguintza, Zamora Chinchipe, Ecuador",-3.88583,-78.81649
xavico_122088,"Machala, El Oro, Ecuador",-3.25861,-79.96053
YoReparoStore,"Loja, Ecuador",-3.99313,-79.20422
futbolenla550,"Loja, Ecuador",-3.99313,-79.20422
garcez_pere,"La Concordia, Santo Domingo de los Tsáchilas, Ecuador",0.00592,-79.39467
marietadelgadot,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
MaJoseZuritaEc,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
LojanoConClase,"Loja, Ecuador",-3.99313,-79.20422
InesRosilloR,"Loja, Ecuador",-3.99313,-79.20422
ChilalitoEC,"Loja, Ecuador",-3.99313,-79.20422
Romilcc,"Quilanga, Loja, Ecuador",-4.34159,-79.37862
FannyCueva1,"Loja, Ecuador",-3.99313,-79.20422
fervasq12,"Buenos Aires, Argentina",-34.61315,-58.37723
veiniguez,"Loja, Ecuador",-3.99313,-79.20422
913ronald,"Ambato, Tungurahua, Ecuador",-1.24908,-78.61675
elbigshowec,Ecuador,-1.25,-78.25
NkarmiTan,"Loja, Ecuador",-3.99313,-79.20422
diegofercho2111,Ecuador,-1.25,-78.25
Armando48175133,Ecuador,-1.25,-78.25
JavosShow,"Loja, Ecuador",-3.99313,-79.20422
cfjaimeaurea,"Loja, Ecuador",-3.99313,-79.20422
FferAndino,Ecuador,-1.25,-78.25
Viviana13817025,"Loja, Ecuador",-3.99313,-79.20422
san_cob,Nicaragua,13,-85
bfbustamante,"Loja, Ecuador",-3.99313,-79.20422
Mujeres_Loja,"Loja, Ecuador",-3.99313,-79.20422
ElenaLarrea2,"Ibarra, Imbabura, Ecuador",0.35171,-78.12233
anybaldos,Ecuador,-1.25,-78.25
priscil77312735,"Huaquillas, El Oro, Ecuador",-3.47523,-80.23084
frunk10,"Loja, Ecuador",-3.99313,-79.20422
cradmesa30,"Loja, Ecuador",-3.99313,-79.20422
RadiosOnlineEc,"Rumiñahui, Pichincha, Ecuador",-0.4319,-78.43558
salas_paul,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Rubn_Bustamante,"Loja, Ecuador",-3.99313,-79.20422
danielleonloaiz,"Loja, Ecuador",-3.99313,-79.20422
jhonpaulriofrio,Ecuador,-1.25,-78.25
patovivanco73,"Loja, Ecuador",-3.99313,-79.20422
JimmyGuazha,"Loja, Ecuador",-3.99313,-79.20422
ABenavidesDiaz,"Catamayo, Loja, Ecuador",-4,-79.36667
SilvanaHaro2,"Riobamba, Chimborazo, Ecuador",-1.67098,-78.64712
susana20_87,"Loja, Ecuador",-3.99313,-79.20422
gabytajob,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
mcristina_t,"Loja, Ecuador",-3.99313,-79.20422
4enla24,"Loja, Ecuador",-3.99313,-79.20422
ROJPL,"Loja, Ecuador",-3.99313,-79.20422
thalyjc,"Loja, Ecuador",-3.99313,-79.20422
HectorZagal,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
andreamaranon,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
SITULoja,"Loja, Ecuador",-3.99313,-79.20422
nancymedinas,"Loja, Ecuador",-3.99313,-79.20422
pavlvstc,"Cariamanga, Loja, Ecuador",-4.32796,-79.55554
whatsapp_gay,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
inmoin2,"Loja, Ecuador",-3.99313,-79.20422
mishellcamacho7,"El Oro, Ecuador",-3.25861,-79.96053
corapesatelital,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
DIINEC2018,"Loja, Ecuador",-3.99313,-79.20422
drabder,Ecuador,-1.25,-78.25
CDsedeLoja,"Loja, Ecuador",-3.99313,-79.20422
camilesteban,"Loja, Ecuador",-3.99313,-79.20422
alexand80375431,"El Oro, Ecuador",-3.25861,-79.96053
JoseChatilloViv,"Loja, Ecuador",-3.99313,-79.20422
Dou123_Games,Ecuador,-1.25,-78.25
pablo_pabloqqqq,"Loja, Ecuador",-3.99313,-79.20422
ComPORRES,"Loja, Ecuador",-3.99313,-79.20422
WhApEt,Ecuador,-1.25,-78.25
gabrielis1984,"Manta, Manabí, Ecuador",-0.96212,-80.71271
gisella_2201,"Loja, Ecuador",-3.99313,-79.20422
luis_descobar,"Loja, Ecuador",-3.99313,-79.20422
RoddyMacias,"Portoviejo, Manabí, Ecuador",-1.05458,-80.45445
DanielGuerronG,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
G2Wilmer,"Babahoyo, Los Ríos, Ecuador",-1.80217,-79.53443
alexdiaz26,"El Oro, Ecuador",-3.25861,-79.96053
shanta_25,"Loja, Ecuador",-3.99313,-79.20422
emiliojose0108,"Barquisimeto, Venezuela",10.0647,-69.35703
Mario_Ecuador,Ecuador,-1.25,-78.25
PaulydeP,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
PacoGuerraV,Ecuador,-1.25,-78.25
flaquitacaceres,Ecuador,-1.25,-78.25
paoalvaradoe17,"Loja, Ecuador",-3.99313,-79.20422
paxinveritas,Ecuador,-1.25,-78.25
festivalasm,"Loja, Ecuador",-3.99313,-79.20422
garcia_victor_h,"Guayas, Ecuador",-2,-79.83333
joseproromero,"Esmeraldas, Ecuador",0.9592,-79.65397
habitaorb,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
aefeijo7,"Loja, Ecuador",-3.99313,-79.20422
JLRoben,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
pgonzaj,"Loja, Ecuador",-3.99313,-79.20422
solis_carra,"Pichincha, Ecuador",-0.22985,-78.52495
rsevine,"Loja, Ecuador",-3.99313,-79.20422
EnsayoTeatro,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
marybia39,"Loja, Ecuador",-3.99313,-79.20422
pochoo_castro,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
PernicentroLoja,"Loja, Ecuador",-3.99313,-79.20422
vera_livio1983,"El Pangui, Zamora Chinchipe, Ecuador",-3.69363,-78.5443
Mario_Bros91,Japón,35.68536,139.75309
ThaliaCobos95,"Loja, Ecuador",-3.99313,-79.20422
GabrielaJarrinL,"Riobamba, Chimborazo, Ecuador",-1.67098,-78.64712
cv33worldwide,"Nueva York, Estados Unidos",40.71427,-74.00597
QueHayEnLoja,"Loja, Ecuador",-3.99313,-79.20422
el_luito,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Nenita_081,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Berolar7,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
bravokathe,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
maufrancom,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
rotsenagui,Ecuador,-1.25,-78.25
InmoLoja,"Loja, Ecuador",-3.99313,-79.20422
jsburneo,"Loja, Ecuador",-3.99313,-79.20422
captureloro,"Machala, El Oro, Ecuador",-3.25861,-79.96053
TeoriaQoficial,"Nueva York, Estados Unidos",40.71427,-74.00597
Ronnie0694,"Loja, Ecuador",-3.99313,-79.20422
mppaladines,"Loja, Ecuador",-3.99313,-79.20422
jagarmo1,Ecuador,-1.25,-78.25
fflanche,"Loja, Ecuador",-3.99313,-79.20422
djcruz_s,"Loja, Ecuador",-3.99313,-79.20422
Talotpr,"Loja, Ecuador",-3.99313,-79.20422
1984_giulia,"Loja, Ecuador",-3.99313,-79.20422
mrcarrion1987,"Loja, Ecuador",-3.99313,-79.20422
jamincho123,"Loja, Ecuador",-3.99313,-79.20422
diegoramosflor,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
mayra_gaonat,"Loja, Ecuador",-3.99313,-79.20422
Jacob33335047,"Babahoyo, Los Ríos, Ecuador",-1.80217,-79.53443
RamonCalderonR,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
Oswaldo_fig1980,"Yantzaza, Zamora Chinchipe, Ecuador",-3.85,-78.75
_eltriunfador,"Loja, Ecuador",-3.99313,-79.20422
EmaMontesdeoca,Ecuador,-1.25,-78.25
ECU911Machala1,"Machala, El Oro, Ecuador",-3.25861,-79.96053
FaustoAlban2,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
suarez1_johanna,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
gustavo_oso,Ecuador,-1.25,-78.25
YessicaSuquila1,"Loja, Ecuador",-3.99313,-79.20422
MoncayoRomulo,"Loja, Ecuador",-3.99313,-79.20422
gusman_astrid,"Loja, Ecuador",-3.99313,-79.20422
meligarcia2003,"Loja, Ecuador",-3.99313,-79.20422
lucitrujillo23,"Loja, Ecuador",-3.99313,-79.20422
jcroldanc93,"Loja, Ecuador",-3.99313,-79.20422
fersotomayor99,"Loja, Ecuador",-3.99313,-79.20422
monidiaz7112,"Loja, Ecuador",-3.99313,-79.20422
cuevaalexa200,"Loja, Ecuador",-3.99313,-79.20422
jossavi34,"Loja, Ecuador",-3.99313,-79.20422
lissetramos44,"Loja, Ecuador",-3.99313,-79.20422
maricarmenloa,"Loja, Ecuador",-3.99313,-79.20422
PaulyJervis,"Loja, Ecuador",-3.99313,-79.20422
sjcalva,"Loja, Ecuador",-3.99313,-79.20422
ingtolozano,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
RADIOINFINITOFM,"Santa Rosa, El Oro, Ecuador",-3.44385,-80.00982
bueno_christian,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
vsegaf,Canadá,60.10867,-113.64258
vhsolanog,"Loja, Ecuador",-3.99313,-79.20422
SupercomZona8,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
prensamineraec,Ecuador,-1.25,-78.25
JPGH2217,"Manta, Manabí, Ecuador",-0.96212,-80.71271
bl4ckkatt,Ecuador,-1.25,-78.25
CaroChucchilan,Ecuador,-1.25,-78.25
deleonortega85,"Loja, Ecuador",-3.99313,-79.20422
Andre_Songor,"Loja, Ecuador",-3.99313,-79.20422
mujeraradenses,"San Antonio de las Aradas, Quilanga, Loja, Ecuador",-4.3886,-79.36394
j_aguilar05,"Machala, El Oro, Ecuador",-3.25861,-79.96053
chivita_punk,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
migueltobarf,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Base_AP35,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
JuanPinzon1992,"Loja, Ecuador",-3.99313,-79.20422
andresleon_88,"Loja, Ecuador",-3.99313,-79.20422
Manu5485,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
MarioHerreraN,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
ArquimidesRodr7,"Londres, Inglaterra, Reino Unido",51.50853,-0.12574
Alejo14O16,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
freire_ronald,"Loja, Ecuador",-3.99313,-79.20422
SanchezSeraq,"Loja, Ecuador",-3.99313,-79.20422
patobarcez,"Loja, Ecuador",-3.99313,-79.20422
lissmazh,"Alamor, Puyango, Loja, Ecuador",-4.01847,-80.02141
JustinoDionisio,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
nestoragredao,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
92Anacavi,"Salitre, Guayas, Ecuador",-1.83333,-79.8
BloqueAP35,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
CulturaVialEC,Ecuador,-1.25,-78.25
PepesJose1,"Centinela del Condor, Ecuador",-3.91563,-78.74931
Ni5ck,"Kansas, Estados Unidos",39.09973,-94.57857
Cace12E,"Loja, Ecuador",-3.99313,-79.20422
israkarat,"Loja, Ecuador",-3.99313,-79.20422
AgendaAsamblea,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
joselojan,"Loja, Ecuador",-3.99313,-79.20422
LeonardoYaguan2,"Loja, Ecuador",-3.99313,-79.20422
ciniguezarmijos,"Loja, Ecuador",-3.99313,-79.20422
salito_io,"Loja, Ecuador",-3.99313,-79.20422
DiegoCevallosA,"Loja, Ecuador",-3.99313,-79.20422
MadelaineNS,Ecuador,-1.25,-78.25
alepaz_30,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
CoboEdward,"Ambato, Tungurahua, Ecuador",-1.24908,-78.61675
paalvarador,"Loja, Ecuador",-3.99313,-79.20422
GePafla79,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
JuSophiaC,"Loja, Ecuador",-3.99313,-79.20422
vpqpviche,"Loja, Ecuador",-3.99313,-79.20422
sandrytaserrano,"Santa Rosa, El Oro, Ecuador",-3.44385,-80.00982
Alberto89097788,"Distrito Federal, México",19.42847,-99.12766
KarenTrelles,"Loja, Ecuador",-3.99313,-79.20422
JOLENARO,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
Calitos_Piedra,"Loja, Ecuador",-3.99313,-79.20422
carontecn,"Loja, Ecuador",-3.99313,-79.20422
diegoacuario,"Loja, Ecuador",-3.99313,-79.20422
ZonaMixtaEc,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
desertbarret,"Loja, Ecuador",-3.99313,-79.20422
claudioaben,"Miami, Florida, Estados Unidos",25.77427,-80.19366
KRADAC_,"Loja, Ecuador",-3.99313,-79.20422
GaboSantyCosta,"Loja, Ecuador",-3.99313,-79.20422
mj10espg,"Loja, Ecuador",-3.99313,-79.20422
emilypdcc,"Loja, Ecuador",-3.99313,-79.20422
moisexmen,"Loja, Ecuador",-3.99313,-79.20422
GaloMerinoM,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
ManoloJimnez16,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
yesenialopez5,"Loja, Ecuador",-3.99313,-79.20422
mariadelaoca4,Ecuador,-1.25,-78.25
pancho_prieto,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
romercar306,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
KevinQu51562966,"Loja, Ecuador",-3.99313,-79.20422
DanyValarezo27,"Loja, Ecuador",-3.99313,-79.20422
LojaEsTurismo,Ecuador,-1.25,-78.25
MarceloTipan,"Loja, Ecuador",-3.99313,-79.20422
CamposantoLoja,"Loja, Ecuador",-3.99313,-79.20422
DILMOGIACUENCA,"Zaruma, El Oro, Ecuador",-3.69132,-79.61174
TituanaLili,"Zaruma, El Oro, Ecuador",-3.69132,-79.61174
BusesEcuador,"Loja, Ecuador",-3.99313,-79.20422
Gladys112916,"Babahoyo, Los Ríos, Ecuador",-1.80217,-79.53443
Claudio_seb,"Loja, Ecuador",-3.99313,-79.20422
DiegoSalcedoC,"Loja, Ecuador",-3.99313,-79.20422
Maria_Paula_E,"Loja, Ecuador",-3.99313,-79.20422
franlocer,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
carito0892,"Loja, Ecuador",-3.99313,-79.20422
2507Verito2,"Loja, Ecuador",-3.99313,-79.20422
Isma13P,"Loja, Ecuador",-3.99313,-79.20422
jhoel_D,Ecuador,-1.25,-78.25
edenpero,"Zaruma, El Oro, Ecuador",-3.69132,-79.61174
argenpython,"Paraná, Entre Ríos, Argentina",-31.73197,-60.5238
catimier,"Loja, Ecuador",-3.99313,-79.20422
JorgeLuisCarr18,"Loja, Ecuador",-3.99313,-79.20422
lrbarba,"Loja, Ecuador",-3.99313,-79.20422
Migue_G_10,"Loja, Ecuador",-3.99313,-79.20422
asbravo2,"Loja, Ecuador",-3.99313,-79.20422
alexcruzh,Ecuador,-1.25,-78.25
FavrizzioCeci,"Loja, Ecuador",-3.99313,-79.20422
GreatMarkt,Deutschland,51.5,10.5
LojaTravel,"Loja, Ecuador",-3.99313,-79.20422
pabloreyescor,"Loja, Ecuador",-3.99313,-79.20422
ArqSz31,"Loja, Ecuador",-3.99313,-79.20422
1daniellj,Ecuador,-1.25,-78.25
frivasto,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
ArturoTorresDia,"El Oro, Ecuador",-3.25861,-79.96053
jeffchango,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Jekismr,"Loja, Ecuador",-3.99313,-79.20422
mari_lolita,"Loja, Ecuador",-3.99313,-79.20422
amhualpa,Ecuador,-1.25,-78.25
Bonniemajo,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Byropat,Ecuador,-1.25,-78.25
georgina7681,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Edgarrivasceli,"Loja, Ecuador",-3.99313,-79.20422
lahueca,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
chiluisa_mary,"Salcedo, Cotopaxi, Ecuador",-1.03333,-78.6
xferaguirre,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
carmen_ladines,Ecuador,-1.25,-78.25
poqueboa,"East Orange, Nueva Jersey, Estados Unidos",40.76732,-74.20487
AntoAsanza,"Loja, Ecuador",-3.99313,-79.20422
AmarilisBetzi,"Balzar, Guayas, Ecuador",-1.36501,-79.90494
CicloviajerosEC,"Loja, Ecuador",-3.99313,-79.20422
yaditorres13,"Loja, Ecuador",-3.99313,-79.20422
JoseHernanEncal,"Alamor, Loja, Ecuador",-4.01847,-80.02141
INSUCO_Ecuador,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Diegogarciavele,"Loja, Ecuador",-3.99313,-79.20422
bayron_valarezo,"Chaguarpamba, Loja, Ecuador",-3.85595,-79.67225
luialberto85,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
07raffaello,"Loja, Ecuador",-3.99313,-79.20422
AndreitaVecilla,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
mftapiarmijos,"Loja, Ecuador",-3.99313,-79.20422
DANIELPAEZMusic,Ecuador,-1.25,-78.25
Marqblu,"Atlanta, Georgia, Estados Unidos",33.749,-84.38798
YawiSumak,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
LaRivadenei1,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
RusbelJaramillo,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
IraidaTamayo,"Loja, Ecuador",-3.99313,-79.20422
valkyespinosa,"Loja, Ecuador",-3.99313,-79.20422
CecibelCadena,"San Cristobal, Galápagos, Ecuador",-0.91021,-89.61745
RoxanArteag,Ecuador,-1.25,-78.25
QuoVadisHotelLo,"Loja, Ecuador",-3.99313,-79.20422
christianchf,Ecuador,-1.25,-78.25
jerojas0461,"Loja, Ecuador",-3.99313,-79.20422
TONNYHIDALGOCAS,Ecuador,-1.25,-78.25
Pollosgusy,"Loja, Ecuador",-3.99313,-79.20422
monitagye,Ecuador,-1.25,-78.25
santiagojperezs,Ecuador,-1.25,-78.25
MONTALVOGuille,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
EDES_BS,Ecuador,-1.25,-78.25
marisolissette,Ecuador,-1.25,-78.25
noralmazambrano,"Santa Elena, Ecuador",-2.22622,-80.85873
stsewd,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
DonQumo23,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
JoseDanielReng1,"Loja, Ecuador",-3.99313,-79.20422
Sozorangasoy,"Loja, Ecuador",-3.99313,-79.20422
Claudia19863,Ecuador,-1.25,-78.25
Abbytello,Ecuador,-1.25,-78.25
ElvisMa89946116,"Riobamba, Chimborazo, Ecuador",-1.67098,-78.64712
ecuasurfm,"Loja, Ecuador",-3.99313,-79.20422
BellaSonita,"Loja, Ecuador",-3.99313,-79.20422
Marisolsa55,"Catamayo, Loja, Ecuador",-4,-79.36667
Ricardo23_cruz,Ecuador,-1.25,-78.25
helenalban,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
alvarofiallo0,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
SusySantistevan,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
dite_loja,"Loja, Ecuador",-3.99313,-79.20422
JoeCarpio5,"Loja, Ecuador",-3.99313,-79.20422
ApadaAso,Ecuador,-1.25,-78.25
jonhcabanilla7,"Arenillas, El Oro, Ecuador",-3.55,-80.06667
Chrisphofer1,"Manta, Manabí, Ecuador",-0.96212,-80.71271
omargarayvera,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Henry99967316,"Loja, Ecuador",-3.99313,-79.20422
RosioChavez7,"Azuay, Ecuador",-2.90055,-79.00453
diegocas86,"Loja, Ecuador",-3.99313,-79.20422
masharaida,"Yantzaza, Zamora Chinchipe, Ecuador",-3.85,-78.75
pablotro25,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Ambar_LODP,"Loja, Ecuador",-3.99313,-79.20422
ma_rous,"Loja, Ecuador",-3.99313,-79.20422
jerry_cirujano,"Loja, Ecuador",-3.99313,-79.20422
rkcomt,"Lima, Perú",-12.04318,-77.02824
AdnDanny,"Loja, Ecuador",-3.99313,-79.20422
AngelitoMazaL,Ecuador,-1.25,-78.25
gabyceli89,"Loja, Ecuador",-3.99313,-79.20422
DiegoProanoCor,"Imbabura, Ecuador",0.37631,-78.32371
VelizAmnuska,"Manta, Manabí, Ecuador",-0.96212,-80.71271
malena_cardenas,Ecuador,-1.25,-78.25
Israel92Torres,"Loja, Ecuador",-3.99313,-79.20422
AngelesIniguez1,Ecuador,-1.25,-78.25
kphf1,Ecuador,-1.25,-78.25
Jenny_Alexa92,Ecuador,-1.25,-78.25
choi12059,Ecuador,-1.25,-78.25
alvaroreyesa,Ecuador,-1.25,-78.25
FReinadeQuito,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
satelitalfm1009,"Loja, Ecuador",-3.99313,-79.20422
benavidesleo,"Loja, Ecuador",-3.99313,-79.20422
jonathanMlusho,"Loja, Ecuador",-3.99313,-79.20422
Darknaraku,"Loja, Ecuador",-3.99313,-79.20422
RevEnAccionNaci,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
SerendipiaEc,"Loja, Ecuador",-3.99313,-79.20422
EdinsonGranda86,"Arenillas, El Oro, Ecuador",-3.55,-80.06667
pedrojose988,"Loja, Ecuador",-3.99313,-79.20422
HuacaFausto,"Santiago, Loja, Ecuador",-3.79676,-79.28814
zukapauly,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
churon_92,"Loja, Ecuador",-3.99313,-79.20422
Pablo7Ro,"Loja, Ecuador",-3.99313,-79.20422
GRALODIA,Ecuador,-1.25,-78.25
aniitaolaya,"Piñas, El Oro, Ecuador",-3.68107,-79.68083
drcarloscueva,"Tosagua, Manabí, Ecuador",-0.78679,-80.23473
ElChiinoo95,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
natypoma,"Loja, Ecuador",-3.99313,-79.20422
Adriana12966195,Ecuador,-1.25,-78.25
Robertm29,"Loja, Ecuador",-3.99313,-79.20422
PatoI_Castro,"Loja, Ecuador",-3.99313,-79.20422
